name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage (km/l),engine (cc),max_power (bhp),seats,brand_name,model_name
Maruti Swift VDI BSIV,2016,595000,131111,Diesel,Individual,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,120000,Diesel,Individual,Manual,Second,19.2,1461.0,65.0,5.0,Mahindra,Renault Logan 1.5 DLE Diesel
Maruti Swift Dzire VDi,2012,400000,58400,Diesel,Individual,Manual,Second,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire VDi
Maruti Alto K10 VXI Airbag,2016,310000,23400,Petrol,Individual,Manual,Second,23.95,998.0,67.1,5.0,Maruti,Alto K10 VXI Airbag
Maruti Celerio VXI MT BSIV,2018,385000,50000,Petrol,Individual,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio VXI MT BSIV
Mahindra XUV500 W8 2WD,2014,750000,90000,Diesel,Individual,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Hyundai Santro Sportz AMT BSIV,2019,521000,3010,Petrol,Individual,Automatic,First,20.3,1086.0,68.0,5.0,Hyundai,Santro Sportz AMT BSIV
Tata Manza Aqua Quadrajet BS IV,2010,180000,80000,Diesel,Individual,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza Aqua Quadrajet BS IV
Ford Fiesta EXi 1.4 TDCi Ltd,2011,220000,155000,Diesel,Individual,Manual,Second,17.8,1399.0,68.0,5.0,Ford,Fiesta EXi 1.4 TDCi Ltd
Maruti 800 AC,1998,40000,70000,Petrol,Individual,Manual,Second,16.1,796.0,37.0,4.0,Maruti,800 AC
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,540000,4000,Petrol,Individual,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV
Maruti Alto LXi BSIII,2007,140000,35000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXi BSIII
Maruti Zen VXI,2003,200000,121000,Petrol,Individual,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen VXI
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,110000,Diesel,Individual,Manual,Second,22.77,1498.0,98.59,5.0,Ford,EcoSport 1.5 TDCi Titanium BSIV
Ford Fiesta 1.4 SXi TDCi ABS,2010,229999,170000,Diesel,Individual,Manual,Second,17.8,1399.0,68.0,5.0,Ford,Fiesta 1.4 SXi TDCi ABS
Maruti Swift Vdi BSIII,2010,305000,175000,Diesel,Individual,Manual,Third,17.8,1248.0,75.0,5.0,Maruti,Swift Vdi BSIII
Ford Fiesta 1.4 ZXi TDCi LE,2008,200000,163000,Diesel,Individual,Manual,First,17.8,1399.0,68.0,5.0,Ford,Fiesta 1.4 ZXi TDCi LE
Ford Fiesta 1.4 ZXi TDCi ABS,2008,200000,163000,Diesel,Individual,Manual,First,17.8,1399.0,68.0,5.0,Ford,Fiesta 1.4 ZXi TDCi ABS
Mahindra Xylo D2 BS IV,2010,465000,77088,Diesel,Individual,Manual,First,14.0,2489.0,95.0,8.0,Mahindra,Xylo D2 BS IV
Nissan Micra Diesel XV,2011,210000,110000,Diesel,Individual,Manual,Third,23.08,1461.0,63.1,5.0,Nissan,Micra Diesel XV
Mahindra Bolero 2011-2019 SLX,2016,570000,136511,Diesel,Individual,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLX
Maruti Ertiga ZXI,2015,570000,80000,Petrol,Individual,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga ZXI
Maruti Ertiga ZXI,2015,650000,60000,Petrol,Individual,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga ZXI
Maruti Swift Dzire ZXI,2016,620000,36000,Petrol,Individual,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire ZXI
Maruti Wagon R VXI BS IV,2012,250000,65000,Petrol,Individual,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV
BMW X1 sDrive20d,2011,1000000,50000,Diesel,Individual,Automatic,First,17.05,1995.0,184.0,5.0,BMW,X1 sDrive20d
Maruti Wagon R Duo Lxi,2012,300000,60000,LPG,Individual,Manual,First,26.2,998.0,58.2,5.0,Maruti,Wagon R Duo Lxi
Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,82500,Diesel,Individual,Manual,First,20.3,1248.0,75.0,5.0,Fiat,Grande Punto 1.3 Emotion (Diesel)
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,810000,30000,Diesel,Individual,Manual,Second,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium BSIV
Chevrolet Cruze LTZ,2011,270000,100000,Diesel,Individual,Manual,Third,18.3,1991.0,147.9,5.0,Chevrolet,Cruze LTZ
Maruti Swift Dzire LDI Optional,2015,470000,70000,Diesel,Individual,Manual,Second,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire LDI Optional
Tata Zest Quadrajet 1.3 XT,2017,400000,85000,Diesel,Individual,Manual,First,20.65,1248.0,88.7,5.0,Tata,Zest Quadrajet 1.3 XT
Maruti Wagon R Stingray VXI,2014,300000,60000,Petrol,Individual,Manual,Second,20.51,998.0,67.04,5.0,Maruti,Wagon R Stingray VXI
Maruti Alto 800 Base,2015,170000,20000,Petrol,Individual,Manual,Third,22.74,796.0,47.3,5.0,Maruti,Alto 800 Base
Renault Duster 110PS Diesel RXZ Optional with Nav,2014,455999,80000,Diesel,Individual,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RXZ Optional with Nav
Mahindra Xylo D2,2009,121000,100000,Diesel,Individual,Manual,Second,13.0,2489.0,95.0,8.0,Mahindra,Xylo D2
Maruti Vitara Brezza VDi Option,2016,650000,80000,Diesel,Individual,Manual,Second,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi Option
Tata Bolt Revotron XE,2017,350000,35000,Petrol,Individual,Manual,First,17.57,1193.0,88.7,5.0,Tata,Bolt Revotron XE
Chevrolet Beat Diesel,2013,125000,139000,Diesel,Individual,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel
Maruti Alto AX,2005,80000,90000,Petrol,Individual,Automatic,Second,19.7,796.0,46.3,5.0,Maruti,Alto AX
Honda City 2017-2020 GXi,2008,250000,100000,Petrol,Individual,Manual,First,17.7,1497.0,78.0,5.0,Honda,City 2017-2020 GXi
Volkswagen Vento Diesel Trendline,2011,225000,90000,Diesel,Individual,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Trendline
Mahindra Bolero SLX,2007,215000,105000,Diesel,Individual,Manual,Second,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLX
Hyundai Xcent 1.2 CRDi E Plus,2017,450000,40000,Diesel,Individual,Manual,Second,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi E Plus
Hyundai Xcent 1.2 VTVT S,2017,509999,90000,Petrol,Individual,Manual,First,20.14,1197.0,81.86,5.0,Hyundai,Xcent 1.2 VTVT S
Maruti Alto 800 LXI,2015,245000,36710,Petrol,Individual,Manual,Second,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,620000,28180,Diesel,Dealer,Manual,First,23.65,1248.0,88.5,5.0,Maruti,SX4 S Cross 2015-2017 DDiS 200 Alpha
Tata Harrier XZ BSIV,2019,1700000,15000,Diesel,Individual,Manual,First,17.0,1956.0,138.1,5.0,Tata,Harrier XZ BSIV
Datsun GO Plus T VDC,2019,590000,4000,Petrol,Individual,Manual,First,19.72,1198.0,67.0,7.0,Datsun,GO Plus T VDC
Maruti Ritz VDi,2014,370000,30000,Diesel,Individual,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz VDi
Maruti Swift VXI,2013,350000,15000,Petrol,Individual,Manual,First,18.6,1197.0,85.8,5.0,Maruti,Swift VXI
Maruti Baleno Alpha 1.2,2017,580000,20000,Petrol,Individual,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Alpha 1.2
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,56000,Petrol,Individual,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
Hyundai i20 Active 1.2 S,2017,600000,19000,Petrol,Individual,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20 Active 1.2 S
Ford Endeavour 2.2 Titanium AT 4X2,2016,2400000,30000,Diesel,Individual,Automatic,First,12.62,2198.0,158.0,7.0,Ford,Endeavour 2.2 Titanium AT 4X2
Hyundai i20 1.2 Magna Executive,2017,450000,70000,Petrol,Individual,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Magna Executive
Tata Indigo CS LX (TDI) BS III,2009,150000,30000,Diesel,Individual,Manual,First,19.09,1396.0,69.0,5.0,Tata,Indigo CS LX (TDI) BS III
Maruti Eeco 5 Seater AC BSIV,2019,400000,15000,Petrol,Individual,Manual,First,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV
Maruti Alto 800 LXI,2013,185000,85000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Maruti Swift AMT VXI,2018,625000,50000,Petrol,Individual,Automatic,First,22.0,1197.0,81.8,5.0,Maruti,Swift AMT VXI
Hyundai i20 Active SX Petrol,2019,700000,20000,Petrol,Individual,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20 Active SX Petrol
Maruti Wagon R VXI Optional,2017,390000,25000,Petrol,Individual,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI Optional
Tata Nexon 1.2 Revotron XM,2018,625000,25000,Petrol,Individual,Manual,First,17.0,1198.0,108.5,5.0,Tata,Nexon 1.2 Revotron XM
Maruti Swift Dzire VXI,2014,400000,50000,Petrol,Individual,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift Dzire VXI
Hyundai i20 1.4 CRDi Asta,2011,380000,150000,Diesel,Individual,Manual,Fourth & Above,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Asta
Toyota Corolla Altis 1.8 VL AT,2009,400000,90000,Petrol,Individual,Automatic,First,14.53,1794.0,138.1,5.0,Toyota,Corolla Altis 1.8 VL AT
Tata Zest Revotron 1.2T XMS,2019,620000,100000,Petrol,Individual,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2T XMS
Ford Fiesta Classic 1.4 SXI Duratorq,2008,190000,180000,Diesel,Individual,Manual,Second,17.8,1399.0,67.0,5.0,Ford,Fiesta Classic 1.4 SXI Duratorq
Maruti Alto 800 LXI,2013,210000,50000,Petrol,Individual,Manual,Second,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Maruti Ritz VDi,2012,270000,80000,Diesel,Individual,Manual,Third,23.2,1248.0,73.94,5.0,Maruti,Ritz VDi
Maruti Zen Std,1999,45000,100000,Petrol,Individual,Manual,Third,17.3,993.0,60.0,5.0,Maruti,Zen Std
Hyundai EON D Lite Plus,2014,220000,93000,Petrol,Individual,Manual,Second,21.1,814.0,55.2,5.0,Hyundai,EON D Lite Plus
Mahindra Bolero 2011-2019 DI - AC BS III,2014,550000,11500,Diesel,Individual,Manual,First,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI - AC BS III
Hyundai i20 Asta 1.2,2013,370000,120000,Petrol,Individual,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20 Asta 1.2
Mahindra Xylo D2 Maxx,2015,650000,50000,Diesel,Individual,Manual,First,14.95,2489.0,93.7,9.0,Mahindra,Xylo D2 Maxx
Honda City V MT,2012,550000,120000,Petrol,Individual,Manual,First,16.8,1497.0,116.3,5.0,Honda,City V MT
Ford Fiesta 1.4 SXi TDCi ABS,2010,225000,100000,Diesel,Individual,Manual,Second,17.8,1399.0,68.0,5.0,Ford,Fiesta 1.4 SXi TDCi ABS
Maruti 800 Std,2004,40000,57000,Petrol,Individual,Manual,Second,16.1,796.0,37.0,4.0,Maruti,800 Std
Hyundai EON Era Plus,2016,280000,60000,Petrol,Individual,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Dealer,Automatic,First,17.01,1499.0,110.5,5.0,Ford,Figo Aspire 1.5 Ti-VCT Titanium
Maruti Alto 800 LXI,2017,290000,90000,Petrol,Individual,Manual,Second,24.7,796.0,47.3,5.0,Maruti,Alto 800 LXI
Hyundai i20 Active 1.4 S,2018,720000,50000,Diesel,Individual,Manual,Second,21.19,1396.0,88.73,5.0,Hyundai,i20 Active 1.4 S
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,800000,60000,Diesel,Individual,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport 1.5 TDCi Trend Plus BSIV
Hyundai i10 Era,2012,265000,20000,Petrol,Individual,Manual,Third,19.81,1086.0,68.05,5.0,Hyundai,i10 Era
Maruti Alto LX BSIII,2010,135000,90000,Petrol,Individual,Manual,Third,19.7,796.0,46.3,5.0,Maruti,Alto LX BSIII
Ford Figo 1.5D Ambiente MT,2016,350000,70000,Diesel,Individual,Manual,Second,25.83,1498.0,99.0,5.0,Ford,Figo 1.5D Ambiente MT
Chevrolet Enjoy 1.3 TCDi LS 8,2016,490000,80000,Diesel,Individual,Manual,First,18.2,1248.0,73.74,8.0,Chevrolet,Enjoy 1.3 TCDi LS 8
Hyundai Verna 1.6 SX,2012,450000,72000,Diesel,Individual,Manual,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX
Mahindra Scorpio 1.99 S8,2016,950000,50000,Diesel,Individual,Manual,First,15.4,1997.0,120.0,7.0,Mahindra,Scorpio 1.99 S8
Maruti Swift Dzire ZXi,2012,355000,90000,Petrol,Individual,Manual,Second,17.5,1298.0,85.8,5.0,Maruti,Swift Dzire ZXi
Hyundai Elite i20 Petrol Asta,2019,700000,17000,Petrol,Individual,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Petrol Asta
Mahindra Scorpio VLX 2WD BSIII,2012,459999,70000,Diesel,Individual,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio VLX 2WD BSIII
Volkswagen Polo Diesel Highline 1.2L,2012,350000,74000,Diesel,Individual,Manual,Second,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L
Maruti Alto LX BSIII,2006,85000,60000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LX BSIII
Maruti Alto 800 LX,2016,290000,15000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LX
Honda WR-V i-DTEC VX,2019,1000000,72000,Diesel,Individual,Manual,First,25.5,1498.0,98.6,5.0,Honda,WR-V i-DTEC VX
Tata Indica V2 LSi,2008,85000,25000,Petrol,Individual,Manual,Second,16.84,1193.0,64.4,5.0,Tata,Indica V2 LSi
Maruti Alto LXI,2003,65000,114000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXI
Honda City 1.5 EXI,2005,75000,120000,Petrol,Individual,Manual,First,13.0,1493.0,100.0,5.0,Honda,City 1.5 EXI
Skoda Octavia Ambiente 1.9 TDI MT,2003,100000,250000,Diesel,Individual,Manual,Second,18.7,1896.0,66.0,5.0,Skoda,Octavia Ambiente 1.9 TDI MT
Tata Indica Vista Terra 1.4 TDI,2009,170000,55768,Diesel,Individual,Manual,First,17.0,1405.0,71.0,5.0,Tata,Indica Vista Terra 1.4 TDI
Hyundai Grand i10 1.2 Kappa Magna AT,2017,525000,40000,Petrol,Individual,Automatic,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Magna AT
Maruti Wagon R LXI,2020,265000,70000,Petrol,Individual,Manual,Second,21.79,998.0,67.05,5.0,Maruti,Wagon R LXI
Tata Tigor 1.2 Revotron XZ,2018,459999,50000,Petrol,Individual,Manual,First,20.3,1199.0,84.0,5.0,Tata,Tigor 1.2 Revotron XZ
Maruti Alto K10 VXI,2017,250000,20000,Petrol,Individual,Manual,First,23.95,998.0,67.05,5.0,Maruti,Alto K10 VXI
Maruti Swift Dzire VDI,2013,395000,70000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Hyundai Grand i10 Asta Option,2014,375000,60000,Petrol,Individual,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta Option
Tata Indica Vista Aqua 1.4 TDI,2009,120000,120000,Diesel,Individual,Manual,First,17.0,1405.0,71.0,5.0,Tata,Indica Vista Aqua 1.4 TDI
Maruti Ritz VDi,2011,290000,110000,Diesel,Individual,Manual,Second,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi
Tata Tiago 1.2 Revotron XZ,2017,409999,60000,Petrol,Individual,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XZ
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,200000,30000,Petrol,Individual,Manual,First,16.5,995.0,63.0,5.0,Chevrolet,Spark 1.0 LT Option Pack w/ Airbag
Skoda Rapid 1.5 TDI Ambition BSIV,2018,900000,35000,Diesel,Individual,Manual,First,21.13,1498.0,108.6,5.0,Skoda,Rapid 1.5 TDI Ambition BSIV
Maruti 800 Std,2003,50000,50000,Petrol,Individual,Manual,Third,16.1,796.0,37.0,4.0,Maruti,800 Std
Renault Duster 110PS Diesel RxZ,2012,450000,100000,Diesel,Individual,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Mahindra XUV500 W8 4WD,2012,650000,80000,Diesel,Individual,Manual,Third,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD
Volkswagen CrossPolo 1.5 TDI,2014,300000,84000,Diesel,Individual,Manual,Second,20.14,1498.0,88.5,5.0,Volkswagen,CrossPolo 1.5 TDI
Ford Fiesta 1.5 TDCi Ambiente,2014,425000,60000,Diesel,Individual,Manual,First,25.01,1498.0,89.75,5.0,Ford,Fiesta 1.5 TDCi Ambiente
Maruti Zen VXI,1998,55000,50000,Petrol,Individual,Manual,Second,17.3,993.0,60.0,5.0,Maruti,Zen VXI
Hyundai i10 Magna 1.2 iTech SE,2011,200000,60000,Petrol,Individual,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna 1.2 iTech SE
Mahindra XUV500 W10 2WD,2015,975000,100000,Diesel,Individual,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 2WD
Mahindra Bolero 2011-2019 SLX,2013,450000,70000,Diesel,Individual,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLX
Mahindra Bolero 2011-2019 ZLX,2014,600000,82500,Diesel,Individual,Manual,Second,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 ZLX
Mahindra Bolero 2011-2019 Plus AC,2014,550000,76000,Diesel,Individual,Manual,First,15.96,2523.0,62.1,9.0,Mahindra,Bolero 2011-2019 Plus AC
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,180000,87000,Diesel,Individual,Manual,First,18.0,1248.0,75.0,5.0,Tata,Indica Vista Terra Quadrajet 1.3L BS IV
Mahindra Xylo E4,2010,300000,120000,Diesel,Individual,Manual,First,14.0,2498.0,112.0,7.0,Mahindra,Xylo E4
Tata Zest Revotron 1.2T XM,2016,350000,70000,Petrol,Individual,Manual,Second,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2T XM
Maruti Swift Dzire VDI,2014,465000,90000,Diesel,Individual,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,188000,Diesel,Individual,Manual,Second,21.12,1248.0,88.8,5.0,Tata,Manza Aura (ABS) Quadrajet BS IV
Chevrolet Enjoy TCDi LS 8 Seater,2014,350000,120000,Diesel,Individual,Manual,Second,18.2,1248.0,73.8,8.0,Chevrolet,Enjoy TCDi LS 8 Seater
Honda City i VTEC V,2015,650000,80000,Petrol,Individual,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC V
Hyundai i10 Magna,2010,150000,123278,Petrol,Individual,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna
Honda City i DTEC V,2014,560000,100000,Diesel,Individual,Manual,Second,26.0,1498.0,98.6,5.0,Honda,City i DTEC V
Hyundai i20 Active 1.4 SX with AVN,2015,625000,90000,Diesel,Individual,Manual,First,21.19,1396.0,88.73,5.0,Hyundai,i20 Active 1.4 SX with AVN
Ford Figo Diesel Titanium,2012,220000,110000,Diesel,Individual,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo Diesel Titanium
Ford Figo Diesel Celebration Edition,2013,250000,110000,Diesel,Individual,Manual,First,20.0,1399.0,68.1,5.0,Ford,Figo Diesel Celebration Edition
Tata Zest Quadrajet 1.3 XT,2018,575000,70000,Diesel,Individual,Manual,First,20.65,1248.0,88.7,5.0,Tata,Zest Quadrajet 1.3 XT
Mahindra XUV500 W8 AWD,2015,1050000,65000,Diesel,Individual,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 AWD
Jaguar XF 2.2 Litre Luxury,2015,3000000,70000,Diesel,Individual,Automatic,Second,16.36,2179.0,187.7,5.0,Jaguar,XF 2.2 Litre Luxury
Tata New Safari DICOR 2.2 LX 4x2,2012,200000,90000,Diesel,Individual,Manual,Third,11.57,2179.0,138.1,7.0,Tata,New Safari DICOR 2.2 LX 4x2
Maruti Alto 800 VXI,2016,262000,50000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 VXI
Hyundai EON Era Plus,2018,299000,33000,Petrol,Individual,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Maruti Alto 800 LXI,2015,250000,26500,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Hyundai Santro Xing GLS,2011,140000,60000,Petrol,Individual,Manual,Fourth & Above,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GLS
Maruti Swift Dzire VDI,2013,360000,70000,Diesel,Individual,Manual,Third,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Datsun GO A,2015,210000,80000,Petrol,Individual,Manual,First,20.63,1198.0,67.06,5.0,Datsun,GO A
Hyundai i20 1.4 Sportz,2017,600000,60000,Diesel,Individual,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 1.4 Sportz
Skoda Fabia 1.2L Diesel Ambiente,2011,210000,100000,Diesel,Individual,Manual,First,19.5,1199.0,75.0,5.0,Skoda,Fabia 1.2L Diesel Ambiente
Volkswagen Vento Diesel Comfortline,2011,300000,80000,Diesel,Individual,Manual,Second,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Comfortline
Hyundai Grand i10 Asta,2016,450000,35000,Petrol,Individual,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta
Ford Endeavour 3.2 Titanium AT 4X4,2018,3200000,35000,Diesel,Individual,Automatic,First,10.91,3198.0,197.0,7.0,Ford,Endeavour 3.2 Titanium AT 4X4
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,10000,Petrol,Individual,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,100000,80000,Diesel,Individual,Manual,First,18.0,1248.0,75.0,5.0,Tata,Indica Vista Aura 1.3 Quadrajet (ABS)
Hyundai EON Era Plus,2012,185000,50000,Petrol,Individual,Manual,Second,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Maruti Wagon R LX BSIII,2006,80000,90000,Petrol,Individual,Manual,Second,17.3,1061.0,64.0,5.0,Maruti,Wagon R LX BSIII
Maruti Alto 800 VXI,2017,295000,80000,Petrol,Individual,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 VXI
Renault KWID Climber 1.0 MT,2017,360000,25000,Petrol,Individual,Manual,First,23.01,999.0,67.0,5.0,Renault,KWID Climber 1.0 MT
Maruti Alto K10 2010-2014 VXI,2014,210000,70000,Petrol,Individual,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI
Hyundai Elite i20 Petrol CVT Magna Executive,2019,585000,80000,Petrol,Individual,Automatic,First,17.4,1197.0,81.86,5.0,Hyundai,Elite i20 Petrol CVT Magna Executive
Volkswagen Polo Select 1.5 TDI Highline,2016,560000,50000,Diesel,Individual,Manual,First,20.14,1498.0,88.7,5.0,Volkswagen,Polo Select 1.5 TDI Highline
Honda City i DTEC S,2015,600000,70000,Diesel,Individual,Manual,First,26.0,1498.0,98.6,5.0,Honda,City i DTEC S
Datsun GO T BSIV,2017,330000,60000,Petrol,Individual,Manual,First,20.63,1198.0,67.0,5.0,Datsun,GO T BSIV
Hyundai Verna VTVT 1.6 SX,2019,990000,15000,Petrol,Individual,Manual,First,17.0,1591.0,121.3,5.0,Hyundai,Verna VTVT 1.6 SX
Toyota Etios Diesel TRD Sportivo,2012,300000,90000,Diesel,Individual,Manual,First,23.59,1364.0,67.1,5.0,Toyota,Etios Diesel TRD Sportivo
Tata Nexon 1.2 Revotron XM,2018,650000,28000,Petrol,Individual,Manual,First,17.0,1198.0,108.5,5.0,Tata,Nexon 1.2 Revotron XM
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,695000,20000,Petrol,Individual,Automatic,First,17.4,1197.0,81.86,5.0,Hyundai,Elite i20 Sportz Plus CVT BSIV
Hyundai Grand i10 CRDi Magna,2014,300000,60000,Diesel,Individual,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Magna
Maruti Alto 800 LXI,2015,270000,22000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Tata New Safari DICOR 2.2 EX 4x2,2010,185000,70000,Diesel,Individual,Manual,Second,11.57,2179.0,138.1,7.0,Tata,New Safari DICOR 2.2 EX 4x2
Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Individual,Manual,First,22.1,1248.0,76.9,5.0,Chevrolet,Sail Hatchback LT ABS
Maruti Wagon R LXI CNG Optional,2019,459999,35000,CNG,Individual,Manual,First,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG Optional
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,860000,60000,Diesel,Individual,Manual,First,21.5,1497.0,108.5,5.0,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone
Tata Tiago 1.2 Revotron XE,2018,400000,20000,Petrol,Individual,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XE
Maruti Ritz VDi,2013,240000,142000,Diesel,Individual,Manual,Second,23.2,1248.0,73.94,5.0,Maruti,Ritz VDi
Maruti Swift Dzire ZDI,2015,570000,72000,Diesel,Individual,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire ZDI
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,850000,90000,Diesel,Individual,Manual,First,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium BSIV
Ford Figo Diesel Titanium,2011,155000,80000,Diesel,Individual,Manual,Third,20.0,1399.0,68.0,5.0,Ford,Figo Diesel Titanium
Hyundai i20 1.4 CRDi Asta,2011,270000,125000,Diesel,Individual,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Asta
